priority,name,scope,contracts,website,status,verdict,reason
882,Next Stage 'A Way Forward' Youth Development Ltd,Local,1,https://nextstageawf.co.uk/,pending,,
883,Next Step Independence Ltd,Local,1,http://www.nextstepindependence.co.uk/,pending,,
884,North East Disabilities Resource Centre,Local,1,http://www.ndrc.org.uk/,pending,,
885,North East Lincolnshire Women's Aid,Local,1,https://www.womensaidnel.org/,pending,,
886,North East Specialist Therapeutic Services CIC,Local,1,https://www.icha.org.uk/location/north-east-specialist-therapeutic-services,pending,,
887,North East Supported Tenancies (NEST),Local,1,https://www.nestcare.uk/,pending,,
888,Northern Community Pathway Childrens Residential Services Ltd,Local,1,https://www.ncpl.co.uk/,pending,,
889,Norwood,Local,1,https://norwood.org.uk/,pending,,
890,Nottinghamshire YMCA,Local,1,http://www.nottsymca.com/,pending,,
891,Oasis Care UK Group Ltd,Local,1,https://www.oasiscareukgroup.com/,pending,,
892,Onward Path Care,Local,1,https://www.onward.co.uk/,pending,,
893,Open Door Stoke-On-Trent,Local,1,https://dukdoors.co.uk/,pending,,
894,Optima,Local,1,http://www.optimahealth.co.uk/,pending,,
895,Options Autism (1) Limited,Local,1,https://www.optionsautism.co.uk/,pending,,
896,Options Autism (5) Limited,Local,1,http://optionscare.uk/,pending,,
897,Orchard Care,Local,1,http://www.orchardhomecareservices.co.uk/,pending,,
898,Orchid Assisted Living,Local,1,http://www.carehomesgroup.com/,pending,,
899,Origin Housing Ltd,Local,1,http://www.originhousing.org.uk/,pending,,
900,Ormerod Home Trust,Local,1,http://www.theormerod.co.uk/,pending,,
901,Outcomes Focused Support Services Ltd,Local,1,https://outcomecareandsupport.co.uk/,pending,,
902,Outward Housing (Trading as Outward),Local,1,https://www.outward.org.uk/,pending,,
903,Oxygen housing,Local,1,https://oxygenprojects.co.uk/,pending,,
904,P.a.c.e,Local,1,https://certasenergy.co.uk/my-business/fuel-stations/pace/,pending,,
905,P.A.T.H. (Plymouth Access To Housing) Limited,Local,1,http://www.pathdevon.org/,pending,,
906,PAS Housing Assocation,Local,1,https://www.pahousing.co.uk/,pending,,
907,PH4L,Local,1,https://www.ph4l.co.uk/,pending,,
908,Plus,Local,1,https://www.plus.net/,pending,,
909,Premier Healthcare Services. Limited,Regional,2,http://www.premierhealthcarehelensburgh.co.uk/,pending,,
910,Pangea Support Services,Local,1,https://www.pangeasupport.com/,pending,,
911,Parallel,Local,1,https://parallel.org.uk/,pending,,
912,Pathway Support UK LTD,Local,1,http://www.pathwayssupport.co.uk/,pending,,
913,Pathways To Independence Housing UK (PTI UK),Local,1,https://www.pathwaystoindependence.org.uk/,pending,,
914,Paws for Kids,Local,1,https://www.ncdv.org.uk/agencies/paws-for-kids-endeavour-project/,pending,,
915,Peabody South East Limited,Local,1,https://www.peabody.org.uk/,pending,,
916,Pebbles Care,Local,1,http://pebblescare.com/,pending,,
917,Pell Frischmann Consultants Ltd,Local,1,http://www.pellfrischmann.com/,pending,,
918,Pennine West Citizens Advice Bureau,Local,1,http://www.tamesidecab.org.uk/,pending,,
919,People Potential Possibilities T/AP3,Local,1,https://www.p3charity.org/?utm_source=google-maps&utm_medium=organic,pending,,
920,People Potential Possibilties t/a P3,Local,1,https://www.p3charity.org/?utm_source=google-maps&utm_medium=organic,pending,,
921,"People, Potential, Possibilities (trading as P3)",Local,1,http://www.p3charity.org/,pending,,
922,PeopleToo,Local,1,https://www.peopletoo.co.uk/,pending,,
923,Pharos Care Ltd,Regional,2,https://www.midwaycaregroup.co.uk/About-Midway-Care-Group/,pending,,
924,Phi Capital Investments Ltd,Local,1,https://phicapital.in/,pending,,
925,Places for People,Local,1,https://www.placesforpeople.co.uk/new-homes/find-a-new-home/peninsula-view/,pending,,
926,Plans4Rehab Ltd T/A Barclay House,Local,1,http://www.plans4rehab.com/,pending,,
927,Plus Dane Housing Ltd.,Local,1,https://www.plusdane.co.uk/,pending,,
928,Pool House,Local,1,http://www.pool-house.co.uk/,pending,,
929,Positive Youth Foundation,Local,1,http://www.positiveyouthfoundation.org/,pending,,
930,Practice Plus Group Health and Rehabilitation Services Limited.,Local,1,https://www.practiceplusgroup.com/,pending,,
931,Premier Care Management Ltd,Local,1,https://premiercaremanagement.co.uk/,pending,,
932,Prestige,Local,1,http://www.prestigehairandbeauty.co.uk/,pending,,
933,Prestige Accommodation Ltd,Local,1,http://www.prestigeaccommodation.co.uk/,pending,,
934,Prevention and Recovery Care and Support (PARCS) Ltd,Local,1,https://www.pscaresupport.co.uk/,pending,,
935,Prime Life Ltd,Local,1,https://prime-life.co.uk/,pending,,
936,Prioritycare (shropshire)Ltd,Local,1,http://www.prioritycare.co.uk/,pending,,
937,Priory Adult Care - Lansdowne Road Limited,Local,1,https://www.priorygroup.com/locations/residential/lansdowne-road?utm_source=google_my_business&utm_medium=organic&utm_campaign=residential&utm_content=priory-lansdowne-road,pending,,
938,Priory Adult Care - Parkcare Homes (No.2) Limited,Local,1,https://www.prioryparkcare.co.uk/,pending,,
939,Progress Children's Services,Local,1,http://www.progresscare.co.uk/,pending,,
940,Project Support Bubble,Local,1,https://www.psbubble.co.uk/,pending,,
941,Purple Oak Support,Local,1,https://purpleoaksupport.org/,pending,,
942,Queen's Hall Action on Poverty,Local,1,http://www.thebrick.org.uk/,pending,,
943,Quinata UK Limited,Local,1,http://www.quinataglobal.com/,pending,,
944,Redcar and Cleveland Voluntary Development Agency,Local,1,https://www.rcvda.org.uk/,pending,,
945,ROC Home Limited,Local,1,https://www.rocgroup.org.uk/,pending,,
946,ROC Transitions Limited,Local,1,https://www.rocgroup.org.uk/transitions,pending,,
947,Ramora Ltd,Local,1,http://www.ramora.co.uk/,pending,,
948,Redec Ltd,Local,1,http://redecindustrial.com/,pending,,
949,Refugee Women Connect,Local,1,https://www.refugeewomenconnect.org.uk/,pending,,
950,Rehoboth Supported Services Ltd,Local,1,https://rehobothsupportedserv.co.uk/about-us/,pending,,
951,Residential Group,Local,1,https://www.residentialgroup.org/,pending,,
952,Revolve Therapy and Training,Local,1,https://www.revolve-leadership.com/,pending,,
953,Richesther Semi Independent Living Ltd,Local,1,http://www.richestherhomes.org/,pending,,
954,Right Choice Service Limited,Local,1,https://rchoicecare.co.uk/,pending,,
955,Right Step Limited (RSL),Local,1,https://www.rightsteps.co.uk/,pending,,
956,Right-Trak Ltd,Local,1,http://right-trak.com/,pending,,
957,Rite Directions Children & Young Peoples Services,Local,1,https://www.ritedirections.co.uk,pending,,
958,Riverside Housing,Local,1,https://www.riverside.org.uk/,pending,,
959,Roland Hill Ltd,Local,1,https://www.rolandhills.co.uk/,pending,,
960,Roomzzz,Local,1,https://www.roomzzz.com/aparthotels/newcastle?utm_source=GMB%20Roomzzz%20Newcastle&utm_medium=GMB%20Roomzzz%20Newcastle&utm_campaign=GMB%20Roomzzz%20Newcastle,pending,,
961,Royal National Institute for Deaf People T/A Action on Hearing L,Local,1,https://rnid.org.uk/,pending,,
962,RubiLiving,Local,1,https://www.rubiliving.co.uk/,pending,,
963,S P Homes Ltd,Local,1,http://www.spmhomes.co.uk/,pending,,
964,SIFA Fireside,Local,1,https://sifafireside.co.uk/,pending,,
965,Smart Cjs,Local,1,https://smartcjs.org.uk/,pending,,
966,SOAR Community,Local,1,http://www.soarcommunity.org.uk/,pending,,
967,SOS,Local,1,https://www.sossales.co.uk/,pending,,
968,Sportfit Shortbreak Care Limited,Regional,2,https://www.sportfiteducation.com/,pending,,
969,SSL102 Limited (Sweethope Supported Lodgings),Local,1,https://hopesupport.org.uk/,pending,,
970,Safe Haven Accomodation,Local,1,https://www.safehavenaccommodation.co.uk/,pending,,
971,Safe Haven Services LTD,Local,1,https://safehavenservices.co.uk/,pending,,
972,Safehands Services Ltd,Local,1,https://www.safehandshealthcare.co.uk/,pending,,
973,Salaam Care,Local,1,http://salamcharity.org.uk/,pending,,
974,Salisbury Support 4 Autism Ltd,Local,1,http://www.ss4autism.com/,pending,,
975,Salutem,Local,1,https://salutemcareandeducation.co.uk/,pending,,
976,Salutem - Pathways,Local,1,https://salutemcareandeducation.co.uk/centre/plymouth-day-opportunities/?utm_source=Google&utm_medium=Yext,pending,,
977,Salutem LD BidCo IV Limited t/a Ambito Care and Education (Clear,Local,1,https://salutemcareandeducation.co.uk/about-us/,pending,,
978,"Salutem Shared Services Limited, for care provision by Clearwate",Local,1,https://salutemcareandeducation.co.uk/centre/cornwall-community-services/?utm_source=Google&utm_medium=Yext,pending,,
979,"Salutem Shared Services Limited, for care provision by Pathways",Local,1,https://salutem.ai/,pending,,
980,"Salutem Shared Services Limited, for care provision by Salutem L",Local,1,http://www.salutem.co.uk/,pending,,
981,Sanctuary Ltd,Local,1,https://scotland.sanctuary.co.uk/,pending,,
982,Scenario Management,Local,1,https://www.smcare.co.uk/,pending,,
983,Second Step,Local,1,https://www.second-step.co.uk/,pending,,
984,Secure Steps Services Ltd,Local,1,http://securestepforward.com/,pending,,
985,Sekhon Group,Local,1,https://www.sekhongroup.co.uk/,pending,,
986,Semi Independent Housing,Local,1,https://www.semi-independent-house.net/,pending,,
987,Serco Leisure,Local,1,https://www.serco.com/uk/sector-expertise/citizen-services/leisure-services,pending,,
988,Serenefy.Co.Uk,Local,1,https://www.serenefy.co.uk/,pending,,
989,Serviced Living Liverpool,Local,1,http://www.servicedlivingliverpool.com/,pending,,
990,Servis Personnel,Local,1,http://www.servispersonnel.com/,pending,,
991,Shap Ltd,Local,1,http://www.shap.org.uk/,pending,,
992,Sheffield Young Women's Christian Association,Local,1,https://www.ywcayorkshire.org.uk/charity-shop,pending,,
993,Sheffield Young Womens Christian Association t/a  YWCA Yorkshire,Local,1,https://www.ywcayorkshire.org.uk/sheffield,pending,,
994,Shelter,Local,1,http://england.shelter.org.uk/support_us/shops/erdington?utm_source=Googleplus&utm_medium=Social&utm_content=Erdington&utm_campaign=Retail_furniture,pending,,
995,Shelter Resources Limited,Local,1,https://www.shelter.org.uk/,pending,,
996,Shield Support Hub Ltd,Local,1,http://www.healthshield.co.uk/,pending,,
997,Shropshire Housing Limited,Local,1,http://www.shropshire-homes.com/,pending,,
998,Sirius Demolition Ltd,Local,1,http://www.thesiriusgroup.com/,pending,,
999,Solo Housing (East Anglia Ltd),Local,1,https://www.solohousing.org/,pending,,
1000,Specialist Care Team Ltd,Local,1,http://www.specialistcareteam.co.uk/,pending,,
1001,Spectra First Limited,Local,1,https://spectraconnect.co.uk/,pending,,
1002,Springvale Lodge,Local,1,https://www.springvalecare.com/,pending,,
1003,St Christopher's Fellowship (Lot 2 - Assessment and Progres,Local,1,http://www.stchris.org.uk/,pending,,
1004,St Christophers Trust,Local,1,http://stchristophersmat.org/,pending,,
1005,St Cuthbert's Care,Local,1,http://www.stcuthbertscare.org.uk/,pending,,
1006,St Francis Employability,Local,1,https://www.stfranciscoventry.org/,pending,,
1007,St John of God Hospitaller Services,Local,1,https://sjog.uk/,pending,,
1008,Staff Call UK Ltd,Local,1,http://staffcalluk.net/,pending,,
1009,Staffordshire Womens Aid,Local,1,https://www.staffordshirewomensaid.org/,pending,,
1010,Start For Life Ltd,Local,1,http://www.lifestartfoundation.org/,pending,,
1011,Stay North East,Local,1,http://www.staynorthside.co.uk/,pending,,
1012,Step Ahead Resource Services,Local,1,https://www.step-a-head.co.uk/,pending,,
1013,Stonham (Home Group Limited),Local,1,https://www.homegroup.org.uk/,pending,,
1014,Streetz Ahead Housing,Local,1,http://www.streetzahead.co.uk/,pending,,
1015,Style Acre,Local,1,http://www.styleacre.org.uk/,pending,,
1016,Sublime Care Solution Ltd,Local,1,https://www.sublimecaresolutionlimited.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12071613907496249453,pending,,
1017,Sunny Lodge,Local,1,https://sonya-lodge.nellsar.com/,pending,,
1018,Sunnyfield Support Services Ltd,Local,1,https://www.millenniumsupport.co.uk/locations/sunnyfield/,pending,,
1019,Support Works,Local,1,http://macnetworks.net/,pending,,
1020,Supported Homes Limited,Local,1,http://communitysupportivehousing.co.uk/,pending,,
1021,Supporting Bright Futures Ltd,Local,1,http://www.brightfuturescare.co.uk/,pending,,
1022,Supporting Independance,Local,1,https://www.supportingindependence.co.uk,pending,,
1023,Swanswell,Local,1,https://www.swanswell.org/,pending,,
1024,The Housing Lin Enterprises Ltd,Local,1,https://www.housinglin.org.uk/,pending,,
1025,TLJ Associates,Local,1,https://www.tlja.co.uk/,pending,,
1026,TRAC Psychological Limited,Local,1,https://www.tictrac.com/,pending,,
1027,Trh Walsall Limited,Local,1,https://www.thewalsallhub.uk/,pending,,
1028,TSG Building Services Ltd,Local,1,https://www.tsgplc.com/,pending,,
1029,Tspro Ltd,Local,1,http://www.tspro.co.uk/,pending,,
1030,Taylor Made Prospects Ltd,Local,1,https://nasap.org.uk/our_partner/taylor-made-prospects-ltd/,pending,,
1031,Tempus Housing,Local,1,https://tempushouse.co.uk/,pending,,
1032,The Amber Foundation,Local,1,http://www.amberweb.org/,pending,,
1033,The Artemis Team,Local,1,http://www.theartemisteam.com/,pending,,
1034,The Barnet Group,Local,1,https://thebarnetgroup.org/,pending,,
1035,The Bridge (East Midlands),Local,1,https://www.thebridge-eastmidlands.org.uk/,pending,,
1036,The Bristol Property Shop,Local,1,https://www.bristol.co.uk/listing/265663-The-Bristol-Property-Shop/,pending,,
1037,The Caldecott Foundation Limited,Local,1,http://www.thecaldecottfoundation.co.uk/,pending,,
1038,The Camden Society (London),Local,1,http://www.thecamdensociety.co.uk/,pending,,
1039,The Caring Partners Ltd,Local,1,http://caringpartnership.org/,pending,,
1040,The Cosy Company Ltd,Local,1,http://www.cosycompany.co.uk/,pending,,
1041,The Cyrenians (Trading as Changing Lives),Local,1,http://www.cyrenians.scot/,pending,,
1042,The Gables - Priory Adult Care,Local,1,https://www.priorygroup.com/locations/residential/the-gables?utm_source=google_my_business&utm_medium=organic&utm_campaign=residential&utm_content=the-gables,pending,,
1043,The Intact Project,Local,1,https://intactprojects.co.uk/,pending,,
1044,The National Autistic Society T/A NAS Services Ltd,Local,1,https://www.autism.org.uk/,pending,,
1045,The Stay Club,Local,1,https://www.thestayclub.com/student-accommodation/north-acton,pending,,
1046,Thera North,Local,1,https://www.thera.co.uk/about/companies/thera-north/,pending,,
1047,Third Sector Leaders,Local,1,https://tslkirklees.org.uk/,pending,,
1048,Thirteen Care and Support Limited,Local,1,http://www.thirteengroup.co.uk/,pending,,
1049,Thompson's of Prudhoe Ltd,Local,1,https://thompsonsofprudhoe.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbprudhoe,pending,,
1050,Together Trust,Local,1,http://www.togethertrust.org.uk/,pending,,
1051,Together for Mental wellbeing,Local,1,http://www.together-uk.org/,pending,,
1052,Town Centre Accommodation and Support Ltd,Local,1,https://accommodationcentre.co.uk/,pending,,
1053,Training Now,Local,1,https://www.agincare.com/about-us/training/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,pending,,
1054,Transforming Lives Company,Local,1,http://tlcsocialcare.co.uk/,pending,,
1055,Transitions Housing Solutions CIC,Local,1,http://transitions-cic.co.uk/,pending,,
1056,Turning Lives Around,Local,1,https://www.turninglivesaround.co.uk/,pending,,
1057,Twyford Support,Local,1,https://www.twyfordcaregroup.co.uk/,pending,,
1058,Ultimate Care & Support Services Ltd.,Local,1,https://ucss.co.uk/,pending,,
1059,Umbrella Housing Ltd,Local,1,http://www.umbrellagroupuk.com/,pending,,
1060,Under My Roof Ltd,Local,1,https://undermyroof.in/contact-us/,pending,,
1061,United Reposnse,Local,1,https://www.unitedresponse.org.uk/support-area/suffolk/,pending,,
1062,Urban Outreach,Local,1,http://www.urbanoutreach.co.uk/,pending,,
1063,Victorious Living Health Care Ltd,Regional,2,https://victoriouslivinghc.co.uk/,pending,,
1064,Valicity Care Services Ltd,Regional,4,https://valicity.co.uk/,pending,,
1065,Victory SocialCare Enterprise,Local,1,http://victorysocialcare.org.uk/,pending,,
1066,Vista Interiors T/A Vista Project,Local,1,http://www.lavista.design/,pending,,
1067,Visum Consultancy Ltd,Local,1,https://schengenvisaconsultancy.co.uk/,pending,,
1068,Wild Intervention Ltd,Local,1,https://www.wild-intervention.co.uk/,pending,,
1069,Warwickshire Independent Advocacy Alliance,Local,1,https://www.independentadvocacy.org/,pending,,
1070,Warwickshire Living Ltd,Local,1,http://www.warwickshireliving.co.uk/,pending,,
1071,We Change Lives,Local,1,http://www.wechangelives.org.uk/,pending,,
1072,Wellgate Care,Local,1,http://www.wellgatehealth.com/,pending,,
1073,Wernick Hire Ltd,Local,1,https://www.wernick.co.uk/hire/,pending,,
1074,West Mercia Women's Aid,Local,1,https://www.westmerciawomensaid.org/,pending,,
1075,Winside Care,Local,1,http://winsidecare.co.uk/,pending,,
1076,Winslow Court T/A SENAD,Local,1,https://senadgroup.com/winslow/,pending,,
1077,Woodland Initiative,Local,1,https://woodlanderinitiative.co.uk/,pending,,
1078,Wynspire Limited,Local,1,https://www.wynspire.co.uk/,pending,,
1079,YMCA  Surbiton at (St Paul's Group),Local,1,https://ymcastpaulsgroup.org/ymca-surbiton/,pending,,
1080,YMCA Brunel Group,Local,1,https://ymca-bg.org/,pending,,
1081,YMCA Derbyshire,Local,1,http://www.ymcaderbyshire.org.uk/,pending,,
1082,Ymca Fairthorne Group,Local,1,http://www.ymca-fg.org/,pending,,
1083,YMCA North TYneside,Local,1,https://www.ymcanorthtyneside.org/,pending,,
1084,Yorooms Ltd,Local,1,https://yoroom.co.uk/,pending,,
1085,YS Services LTD operating as Embracing Care,Local,1,https://embracingcare.co.uk/,pending,,
1086,YS Services Ltd ta Embracing Care,Local,1,https://embracingcare.co.uk/,pending,,
1087,Yasin  Homes,Local,1,https://yasinhomesltd.co.uk/,pending,,
1088,Young Futures,Local,1,http://www.youngfutures.org.uk/,pending,,
1089,Your Homes Newcastle,Local,1,http://www.yhn.org.uk/,pending,,
1090,Youth Matters Limited,Local,1,http://www.youthmatters.org.uk/,pending,,
1091,ZFA Group Ltd,Local,1,https://www.zfagroup.com/about-us-t-7,pending,,
1092,accomplish group (CQC Registered Non Enhanced and Enhanced),Local,1,https://accomplish-group.co.uk/,pending,,
1093,angels abode,Local,1,http://www.abode.ltd.uk/site/go/contactUs,pending,,
1094,boltonathome,Local,1,http://www.boltonathome.org.uk/,pending,,
1095,cathmor limited,Local,1,https://cathmor.co.uk/,pending,,
1096,elliot leigh,Local,1,https://www.elliotleigh.com/guaranteed-rent?utm_source=google&utm_medium=google_business_profile,pending,,
1097,friendship care and housing,Local,1,https://amplius.co.uk/,pending,,
1098,isw csc ltd,Local,1,https://www.isw.care/,pending,,
1099,ownlife ltd,Local,1,https://www.ownlife.org.uk/,pending,,
1100,safe stop youth limited,Local,1,https://safestopyouth.co.uk/,pending,,
1101,London Borough of Islington Mental Health Accommodation Pathway,Local,1,https://democracy.islington.gov.uk/documents/s25987/Mental%20Health%20Accommodation%20Pathway%20Contract%20Award%20Report.pdf,pending,,
1102,Greenwich Living Options,Local,1,https://www.royalgreenwich.gov.uk/info/200244/learning_disabilities/507/learning_disabilities,pending,,
1103,Greenwich Adults and Children Learning Disability Framework,Local,1,https://www.royalgreenwich.gov.uk/info/200244/learning_disabilities,pending,,
1104,Greenwich Mental Health High Support Accommodation,Local,1,https://www.royalgreenwich.gov.uk/info/200244/mental_health,pending,,
1105,Equinox Care,Local,1,https://socialinterestgroup.org.uk,pending,,
1106,Valley Housing,Local,1,https://www.valley-supported-living.org.uk,pending,,
1107,University College London Hospitals NHS Trust,Local,1,https://www.uclh.nhs.uk,pending,,
1108,Rethink Trading,Local,1,https://www.rethink.org,pending,,
1109,Aspiration Care,Local,1,https://aspirationscare.com,pending,,
1110,Best Choice Global,Local,1,https://bestchoiceglobal.co.uk,pending,,
1111,Lifeways Supported Independent Living,Local,1,https://lifeways.co.uk,pending,,
1112,Lilibet Court Care,Local,1,https://www.lillibethealthcare.co.uk,pending,,
1113,Zachs Care,Local,1,https://www.zachcareltd.com,pending,,
1114,Social Interest Group,Local,1,https://socialinterestgroup.org.uk,pending,,
1115,Ability Care and Support,Local,1,https://www.ability-housing.co.uk,pending,,
1116,Pmse London,Local,1,https://pmselondonltd.com,pending,,
1117,Access for Living,Local,1,http://accessforliving.org.uk,pending,,
1118,Aurora Options,Local,1,https://www.auroraoptions.org.uk,pending,,
1119,Camden Society London Thera Trust,Local,1,https://www.thecamdensociety.co.uk,pending,,
1120,Living Spring Solutions Care & Training,Local,1,https://www.livingspringsolutions.co.uk,pending,,
1121,Providence Linc United Services,Local,1,https://www.plus-uk.org,pending,,
1122,Soithside Partnership Certitude,Local,1,https://certitude.london,pending,,
1123,Three CS Support,Local,1,https://www.choicesupport.org.uk,pending,,
1124,Metropolitan Thames Valley Housing,Local,1,https://www.mtvh.co.uk,pending,,
1125,Homes for Wandsworth,Local,1,https://www.wandsworth.gov.uk/housing,pending,,
1126,Assured Living Care Services,Regional,2,https://assuredlivingservices.co.uk,pending,,
1127,Bluoak Housing & Healthcare Consultancy,Regional,2,https://www.bluoakhealthcare.co.uk,pending,,
1128,Carebridge Healthcare,Regional,2,https://carebridgelimited.co.uk,pending,,
1129,North Worcestershire Basement Project,Local,1,https://www.basementproject.org,pending,,
1130,Expert Link,Local,1,https://expertlink.org.uk,pending,,
1131,Cocoon Group Services,Local,1,https://www.cocoongroupservices.com,pending,,
1132,Elliot Leigh TLC,Local,1,https://www.elliotleigh.com/tlc,pending,,
1133,Go Ahead Homes,Local,1,https://goaheadhomes.com,pending,,
1134,Hope Superjobs,Local,1,https://hopesuperjobs.co.uk,pending,,
1135,Hamletts,Local,1,https://www.hamletts.com,pending,,
1136,Inspiration Support Services,Local,1,https://www.inspirationss.co.uk,pending,,
1137,Newhaven 16 Plus,Local,1,https://newhaven16plus.co.uk,pending,,
1138,Next Step Care Management,Local,1,http://www.nscm.co.uk,pending,,
1139,Promises of Care,Local,1,https://promisesofcare.co.uk,pending,,
1140,Silver Birch,Local,1,https://silverbirchcare.com,pending,,
1141,Supporting Young Futures,Local,1,https://syf.org.uk,pending,,
1142,Transforming Lives,Local,1,https://www.changinglives.org.uk,pending,,
1143,UK Care Partnership,Local,1,https://www.ukcarepartnership.com,pending,,
1144,Atlantic Lodge Housing,Local,1,https://www.atlantic-housing.com,pending,,
1145,Manchester Action on Street Health (MASH),Local,1,https://mash.org.uk/,pending,,
1146,Whag,Local,1,https://whag.info/,pending,,
1147,Rochdale Boroughwide Housing,Local,1,https://www.rbh.org.uk/,pending,,
1148,LiveWest Homes Ltd,Local,4,https://www.livewest.co.uk,pending,,
1149,Anglia Care Trust,Local,3,https://www.angliacaretrust.org.uk,pending,,
1150,Valorum Care Ltd,Regional,5,https://www.valorumcare.co.uk,pending,,
1151,MidCo Care Limited,Regional,24,http://www.midco-care.co.uk/,pending,,
1152,North East Supported Tenancies Limited,Local,2,http://www.nestcare.uk/,pending,,
1153,Independent Living Project,Local,2,https://www.independenceinitiative.org/,pending,,
1154,Look Ahead Housing and Care,Local,4,https://www.lookahead.org.uk/,pending,,
1155,Apex Pathway,Local,2,http://www.apexpathway.co.uk/,pending,,
1156,CHS Group,Local,3,http://www.chsgroup.org.uk/,pending,,
1157,Care Solutions Group,Regional,5,http://www.care-solutionsgroup.com/,pending,,
1158,Catholic Care,Local,3,https://www.stpetersaberdeen.com/,pending,,
1159,Empowered Lives Limited,Local,2,http://personalisedsupport.org/,pending,,
1160,Trident Reach the People Charity,Local,2,https://www.tridentgroup.org.uk/,pending,,
1161,Young Devon,Local,3,https://www.youngdevon.org/,pending,,
1162,sunrise rehabilitation centre,Local,2,https://www.sunrise-recovery.co.uk/,pending,,
1163,Bethphage,Local,3,https://bethphage.co.uk/,pending,,
1164,Gray Healthcare,Regional,5,http://www.grayhealthcare.com/,pending,,
1165,Primetime Care Services Limited,Regional,5,https://primetimecareservices.uk/,pending,,
1166,Quality Care (EM) Ltd,Local,3,https://allhealthandcare.co.uk/care-home-hq/A75J,pending,,
1167,ROC Group Family Support,Local,2,https://www.rocfamilysupport.co.uk/,pending,,
1168,ROC Solid limited,Local,2,https://www.rocgroup.org.uk/,pending,,
1169,Step by Step Partnership Ltd,Local,3,https://www.stepbystep.org.uk/,pending,,
1170,Bradnet,Local,2,https://www.bradnet.org.uk/,pending,,
1171,Caring Collective Ltd,Local,2,https://thecarecollective.wales/,pending,,
1172,Catalyst Housing,Local,2,https://www.catalystcare.co.uk/,pending,,
1173,Cheltenham YMCA,Local,2,https://www.ymcacheltenham.com/,pending,,
1174,Education and Services for People with Autism Ltd,Local,3,http://www.espa.org.uk/,pending,,
1175,Northern Community Pathways Limited,Local,3,https://northernhealthcare.org.uk/,pending,,
1176,Outward Housing,Local,2,https://www.outward.org.uk/,pending,,
1177,The Mayfield Trust,Local,2,http://mayfield-trust.org.uk/,pending,,
1178,Valeo Limited,Local,2,https://www.valeoservice.co.uk/en-uk,pending,,
1179,Anew,Local,2,https://anewcounsellingandtraining.co.uk/,pending,,
1180,Avalon Group (social Care),Local,3,https://www.avalongroup.org.uk/,pending,,
1181,Active Prospects,Local,2,http://www.activeprospects.org.uk/,pending,,
1182,Aspects Care Limited,Regional,6,http://www.aspectscare.co.uk/,pending,,
1183,Balance (Support) CIO,Local,2,http://www.balancesupport.org.uk/,pending,,
1184,Caysh,Local,2,http://www.caysh.org/,pending,,
1185,Coquet Trust,Local,3,https://www.coquettrust.org.uk/,pending,,
1186,EnhanceAble,Local,2,http://www.enhanceable.org/,pending,,
1187,Foundation,Local,2,http://foundationsolutionshv.com/contact.html,pending,,
1188,Healthcare Solutions 365 Ltd,Regional,5,http://healthcaresolutions365.co.uk/,pending,,
1189,Horton Housing Support Limited,Local,3,https://hortonhousing.co.uk/,pending,,
1190,Impression Services Ltd,Local,3,http://impression-services.co.uk/,pending,,
1191,Imagine Independence,Local,2,http://www.imagineindependence.org.uk/,pending,,
1192,Include in Autism,Local,2,https://www.includeinautism.org.uk/,pending,,
1193,J24 Resourcing Limited,Local,2,https://www.j24resourcing.co.uk/,pending,,
1194,Kaleidoscope Project,Local,2,https://kaleidoscope68.org/,pending,,
1195,Lewisham Nexus Service,Local,3,https://everystory.org.uk/who-we-are,pending,,
1196,Our TLC Limited,Local,3,https://ourtlc.co.uk/,pending,,
1197,Red Brick Care Ltd,Regional,6,http://redbrickcare.com/,pending,,
1198,Roundabout Limited,Local,2,http://www.roundabouthomeless.org/,pending,,
1199,Step by Step,Local,2,https://www.stepbystep.org.uk,pending,,
1200,The Royal School for the Blind (operating as SeeAbility),Local,3,https://rsblind.org/,pending,,
1201,Tonre Limited,Local,2,https://tdsupportedliving.co.uk/,pending,,
1202,Petrus Community,Local,3,https://www.petrus.org.uk/,pending,,
1203,Jigsaw Support,Local,3,https://support.jigsawhomes.org.uk/,pending,,
1204,Stockport Homes Group,Local,3,https://www.stockporthomesgroup.com/,pending,,
1205,Early Break,Local,3,https://www.earlybreak.co.uk/,pending,,
1206,Community-Led Initiatives,Local,3,https://www.communityledinitiatives.org.uk/,pending,,
1207,Accredo Support and Development Ltd.,Local,2,http://rehabilityuk.co.uk/,pending,,
1208,Alwdo Assist,Local,2,https://alwdoassist.co.uk/,pending,,
1209,Acorn Independence Limited,Local,3,http://acornindependence.co.uk/,pending,,
1210,Alabare Christian Care and Support,Local,2,https://www.alabare.co.uk/,pending,,
1211,Athena Housing and Support Limited,Local,4,https://www.athenasupport.org.uk/,pending,,
1212,Autism West Midlands,Local,3,http://www.autismwestmidlands.org.uk/,pending,,
1213,Believe Care & Support Ltd,Local,2,http://www.believecare.org/about-us/,pending,,
1214,Brightwater Care & Support Ltd,Local,2,https://brightwatercaresupport.co.uk/,pending,,
