priority,name,scope,contracts,website,status,verdict,reason
207,Fresh Start Care Services,Local,1,https://www.freshstartcare.com,pending,,
208,Young Roots Care Services,Local,1,http://youngroots.co.uk,pending,,
209,Aspire Healthcare Limited,Local,3,https://aspirehealthcare.co.uk/,pending,,
210,Restorative Social Care Services,Local,2,https://restorativescs.co.uk/,pending,,
211,S & P Care Services,Local,2,http://spcare.co.uk/,pending,,
212,3BN Care Ltd,Local,2,http://3bncare.co.uk/,pending,,
213,Arch Healthcare Ltd,Local,3,https://archcommunity.co.uk/,pending,,
214,Embrace Healthcare Ltd,Local,3,http://www.embracehealthcare.co.uk/,pending,,
215,Individual Care Services Ltd,Local,4,http://www.individualcare.org.uk/,pending,,
216,Jolis Care Ltd,Local,3,http://joliscare.co.uk/,pending,,
217,Together We Care Ltd,Local,2,http://www.togetherwecareltd.co.uk/,pending,,
218,Gateway Care Services Limited,Local,2,https://www.gatewaycareservice.com/,pending,,
219,Comfort Care Services (UK) Ltd,Local,2,http://www.comfortcareservices.com/,pending,,
220,Comfort Zone Care Services,Local,2,https://www.comfortzonecare.uk/,pending,,
221,Global Access Care Ltd,Local,2,http://globalaccesscare.co.uk/,pending,,
222,Wellington Care Limited,Local,2,http://www.wellingtoncare.co.uk/,pending,,
223,Witham Valley Care Group Limited,Local,2,http://www.withamcommunitycare.co.uk/,pending,,
224,Alicelyn Healthcare Ltd,Local,2,https://www.alicelynhealthcare.co.uk/,pending,,
225,Ashvic 24/7 Quality Care Services Limited,Local,2,https://ashvicqualitycare.co.uk/,pending,,
226,Best for Care Limited,Local,2,https://best4careservices.co.uk/,pending,,
227,Bluefront Care LTD,Local,3,https://bluefrontcare.co.uk/,pending,,
228,Brightside Care Solutions Ltd,Local,2,https://brightsidecarers.co.uk/,pending,,
229,Cavalry Healthcare Ltd,Local,2,http://www.cavalrycare.co.uk/,pending,,
230,Chizhande Care Services Ltd,Local,2,https://chizhandecare.co.uk/,pending,,
231,Co-production Care Limited,Local,2,https://co-productionsupport.co.uk/,pending,,
232,Cardea Healthcare,Local,2,http://www.cardeahealthcare.co.uk/,pending,,
233,CarePlus Healthcare Service,Local,2,https://www.careplushealthcare.co.uk/,pending,,
234,Chamarel Healthcare Ltd,Local,2,https://chamarelhealthcare.com/,pending,,
235,Daret healthcare,Local,2,http://www.darethealthcare.co.uk/,pending,,
236,Daystar Care Services Ltd,Local,3,https://daystarcare.co.uk/,pending,,
237,Delphinus Healthcare,Local,2,https://www.delphinushealthcare.com/,pending,,
238,Empathy View Healthcare Services Limited,Local,2,http://www.empathyview.co.uk/,pending,,
239,Focus Care Services Limited T/a Radis Community Care,Local,2,https://www.radis.co.uk/live-in-service/,pending,,
240,Fusco Browne Healthcare Limited,Local,2,http://www.fuscobrownehealthcare.co.uk/,pending,,
241,Fredas Care Ltd,Local,2,http://www.fredasdaycentre.com/,pending,,
242,Jakky Care Group,Local,2,https://www.jakkycaregroup.co.uk,pending,,
243,Love in Care Limited,Local,2,https://loveincareuk.co.uk/,pending,,
244,Mk Care Services Limited,Local,2,http://mkcareservices.co.uk/,pending,,
245,My Horizon Care Ltd,Local,2,https://www.myhorizoncare.co.uk/,pending,,
246,Malindi Care Services Ltd,Local,2,http://www.malindicare.com/,pending,,
247,Maze Independent Care Ltd,Local,2,https://mazesolutions.co.uk/,pending,,
248,Melm Care Solutions Limited,Local,2,https://melmcare.co.uk/index.php/en/about,pending,,
249,New Horizons Community Care Limited,Local,2,http://www.newhorizoncare.co.uk/,pending,,
250,Novo Healthcare,Local,2,http://www.novohealthcare.co.uk/,pending,,
251,Personalized Care Services Limited,Local,2,http://personalizedcareservices.co.uk/,pending,,
252,Promoting Independent Care Ltd,Local,2,https://promotingindependentcare.com/,pending,,
253,Rapha Healthcare,Local,2,http://www.raphahealthcare.co.uk/,pending,,
254,Sageville Healthcare Limited,Local,3,http://www.sagevillehealthcare.com/,pending,,
255,Safe Transitions Care Ltd,Local,2,http://safetransitionscare.org/,pending,,
256,Smart Add Healthcare Ltd,Local,2,https://smartadd.co.uk/contact-us/,pending,,
257,Southcroft Healthcare Lodge,Local,3,https://southcroftlodge.co.uk/,pending,,
258,Sygma Healthcare (UK) Limited,Local,2,http://www.sygmahealthcare.co.uk/,pending,,
259,Tailored Care Services Limited,Local,2,http://tailoredcareservicesltd.co.uk/,pending,,
260,Thanet Healthcare,Local,2,https://thanethealthcare.co.uk/about-us,pending,,
261,Upward Care Limited,Local,3,http://www.upwardcare.co.uk/,pending,,
262,Voyage Specialist Healthcare,Local,2,https://www.voyagecare.com/,pending,,
263,Advance Social Care limited,Local,2,https://www.advancesocialcare.co.uk/,pending,,
264,Alliance Foster Care Ltd,Local,2,https://www.nationalfosteringgroup.co.uk/alliance/,pending,,
265,Amberleigh Care Limited,Local,2,https://www.amberleycare.co.uk/,pending,,
266,Ash House Care Ltd,Local,2,https://www.astontransitionalcare.com/ash-house/,pending,,
267,Choice Care Group Limited,Local,3,https://www.choicecaregroup.com/,pending,,
268,DALJJI Care Limited,Local,2,https://dalchihealthcare.co.uk/,pending,,
269,Five Rivers Child Care Limited,Local,2,https://five-rivers.org/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,pending,,
270,Greenhill Healthcare Ltd,Local,2,https://greenhillhealthcare.co.uk/about-us/privacy-policy/,pending,,
271,Harlon Healthcare Limited,Local,2,http://www.harlonhealthcare.com/,pending,,
272,Innovations in Care Limited,Local,2,http://childhinnovations.com/,pending,,
273,Kardinal Healthcare Ltd,Local,2,http://www.kardinalhealthcare.co.uk/,pending,,
274,Millbrook Healthcare Ltd,Local,2,https://www.millbrookhealthcare.co.uk/,pending,,
275,Meadows Care Limited,Local,2,https://www.meadowscare.co.uk/,pending,,
276,Milestone Care Group Ltd,Local,2,http://milestonehealthcare.co.uk/,pending,,
277,Milewood Healthcare Ltd,Local,2,http://www.milewood.co.uk/,pending,,
278,Milo Care Services Limited,Local,2,https://www.milocareservices.com/about-us/privacy-policy/,pending,,
279,MovingUp Care Ltd,Local,2,https://movingupcare.com/,pending,,
280,PSA Care Ltd,Local,3,http://psacare.co.uk/,pending,,
281,Pathways Care Group Limited - Salutem Shared Services Limited,Local,2,https://www.salutemcareandeducation.co.uk/,pending,,
282,Priority Plus Care Ltd,Local,4,https://prioritypluscare.com/,pending,,
283,Resolute Care LTD,Local,2,https://resolutecaregroup.com/,pending,,
284,Rise Above Care Limited,Local,2,http://www.riseabovecare.co.uk/,pending,,
285,Select Care Solutions Ltd,Local,2,http://www.selectcareservices.co.uk/contact.html,pending,,
286,shamah support healthcare ltd,Local,2,https://shammahhealthcare.co.uk/,pending,,
287,TH Homely Care Services (THR Services),Local,2,https://thhomely.co.uk/,pending,,
288,Tm Healthcare Services Ltd,Local,2,https://www.tmghealthcareservices.co.uk/,pending,,
289,Victory Care Ltd,Local,2,http://www.victorytrainingacademy.co.uk/,pending,,
290,Caretech,Local,1,https://www.caretech-uk.com,pending,,
291,The Cyrenians (T/A Changing Lives),Local,1,https://www.changing-lives.org.uk,pending,,
292,Cygnet Health Care Limited,Regional,4,https://www.cygnetgroup.com,pending,,
293,Strive To Be Independent,Local,1,http://striveforeducation.co.uk/,pending,,
294,Aleyah House,Local,1,https://www.aleyahhousing.co.uk/,pending,,
295,Prefer Homes,Local,1,http://www.preferhomes.co.uk/,pending,,
296,Choices,Local,1,https://choicesexpress1988.co.uk/,pending,,
297,New Directions Flexible Social Care Solutions,Regional,4,https://www.new-directions.co.uk/health-social-care/,pending,,
298,Alpha Health and Social Care Services Ltd,Regional,3,https://alpha-health-social-care-professionals.ueniweb.com/?utm_campaign=gmb,pending,,
299,Caremark (Redcar & Cleveland),Local,1,https://www.caremark.co.uk/redcar-and-cleveland/,pending,,
300,St Annes,Local,1,http://www.stannesparishchurch.org/,pending,,
301,Caredom Healthcare,Regional,2,http://www.caredomhealthcare.co.uk/contact.html,pending,,
302,1625 Independent People,Local,1,https://www.1625ip.co.uk/,pending,,
303,Assisted Living Care Group Ltd,Regional,3,http://www.alcg.co.uk/,pending,,
304,Care Support MK Ltd,Local,1,https://www.caresupportmk.co.uk/contact-us/,pending,,
305,Cherish UK,Local,1,https://www.cherish-uk.com/,pending,,
306,Darare Limited t/a DarSarno Care Services,Regional,2,http://www.darsarnocare.co.uk/,pending,,
307,Kay Healthcare Limited,Regional,2,https://kayhealthcare.co.uk/,pending,,
308,Metropolitan Care Services Limited,Regional,2,http://www.metropolitancare.co.uk/,pending,,
309,Northern Healthcare Limited,Regional,3,https://www.northernhealthcare.org.uk/services/north-west/holland-house/,pending,,
310,Northern Community Pathway Children Residential Service,Local,1,https://www.ncpl.co.uk/,pending,,
311,P&N Healthcare Services,Regional,2,http://pnhealthcare.com/,pending,,
312,Private & Confidential,Local,1,http://www.confidentialsolutions.com/,pending,,
313,Solutions in Service Ltd,Local,1,http://www.sis.care/,pending,,
314,Sun Healthcare Ltd,Regional,4,http://www.sunhealthcare.co.uk/,pending,,
315,Alive Health Care Intl Ltd,Regional,4,https://www.alivehealthcareint.co.uk/,pending,,
316,Ara,Local,1,https://ara.wales/,pending,,
317,Autism Hampshire,Local,1,https://autismhampshire.org.uk/,pending,,
318,Bondcare Medical Services Ltd,Local,1,https://www.bondcare.co.uk/?utm_source=google&utm_medium=GMB&utm_campaign=Bondcare,pending,,
319,Blossom24 Healthcare & Training Ltd,Regional,2,https://blossom24careandtraining.com/,pending,,
320,Crewe YMCA,Local,1,https://ymcacheshire.org.uk/,pending,,
321,Fouta Quality Care Ltd,Regional,3,https://foutaqualitycare.co.uk/,pending,,
322,Family Mosaic,Local,1,https://www.peabody.org.uk/,pending,,
323,Garas,Local,1,http://www.garas.org.uk/,pending,,
324,Havilah Care Ltd,Regional,2,http://havilahcare.co.uk/,pending,,
325,HSS Homes,Local,1,https://home-support-services.co.uk/,pending,,
326,Homes4all,Local,1,https://www.homes-4-all.co.uk/,pending,,
327,Integral Care Solutions Ltd,Regional,2,https://www.integralcare.co.uk/,pending,,
328,Midway Care Group,Regional,4,https://www.midwaycaregroup.co.uk/,pending,,
329,New Roots Housing Project,Local,1,http://newrootshousing.org.uk/,pending,,
330,Principle Support Ltd,Local,1,http://www.principlesupport.co.uk/,pending,,
331,Reach Out Care,Local,1,https://www.reachoutcare.co.uk/,pending,,
332,RocSolid,Local,1,https://rocsolidfoundation.org/,pending,,
333,SF Housing & Support Services,Local,1,https://www.sf.gov/,pending,,
334,SecondStep,Local,1,https://www.second-step.co.uk/,pending,,
335,Shire Training Workshops Ltd,Local,1,https://ophouse.org/about-us/our-history,pending,,
336,Sincerity Health Care Limited,Regional,2,https://sincerityhealthcare.com/,pending,,
337,Sportfit Short Break Care,Local,1,https://sportfitsupport.co.uk/,pending,,
338,St Mungos Broadway,Local,1,https://www.mungos.org/,pending,,
339,Supporting Independence,Local,1,https://www.supportingindependence.co.uk,pending,,
340,The Nelson Trust,Local,1,http://www.nelsontrust.com/,pending,,
341,Thera East Anglia,Local,1,https://www.thera.co.uk/about/companies/thera-east-anglia/,pending,,
342,Vital Healthcare Services Limited,Regional,2,http://www.vitalhealthcare.co.uk/,pending,,
343,Winraycarehousing,Local,1,http://www.winraycarehousing.com/,pending,,
344,YMCA Suffolk,Local,1,http://www.ymcatrinitygroup.org.uk/,pending,,
345,2gether NHS Foundation Trust,Local,1,https://www.ghc.nhs.uk,pending,,
346,4 Seasons Healthcare Professionals,Regional,2,https://www.4seasonshealthcare.co.uk/,pending,,
347,Amore Social Care Limited,Regional,3,http://www.amore-group.co.uk/,pending,,
348,Avenues South East,Local,1,https://www.avenuesgroup.org.uk/about-us/where-we-work/south-east/,pending,,
349,AZ Caring Services Ltd,Local,1,http://www.azcaringservices.co.uk/,pending,,
350,Abbeycare & nursing @ home ltd,Local,1,https://abbeycareandnursing.co.uk/,pending,,
351,Acorn Village,Local,1,http://www.acornvillages.com/,pending,,
352,Action Deafness,Local,1,http://www.actiondeafness.org.uk/,pending,,
353,Active,Local,1,https://www.activeoxygentherapy.co.uk/,pending,,
354,Adullum,Local,1,http://adullamprogramme.co.uk/,pending,,
355,Adults Supporting Adults,Local,1,https://asaorg.co.uk/,pending,,
356,Allerton C&S SW Ltd,Local,1,http://allerton.co.uk/,pending,,
357,Alpha May,Local,1,https://alphamaycarefirstltd.co.uk/,pending,,
358,Amblerway Support Services,Local,1,https://www.amblerway.co.uk/,pending,,
359,Angels Care Agency Limited,Local,1,http://angelscare.org.uk/,pending,,
360,Anvil House,Local,1,https://www.anvilhousesupportprovider.co.uk/,pending,,
361,Arcare,Local,1,http://www.arcarehomes.co.uk/,pending,,
362,Archangel Enterprises,Local,1,http://www.archangelcare.co.uk/,pending,,
363,Ashley Community Housing,Local,1,https://ach.org.uk/,pending,,
364,Autism Anglia,Local,1,http://www.autism-anglia.org.uk/,pending,,
365,Ayrus Ltd,Local,1,https://sycamorehousecare.com/,pending,,
366,BAB Accommodation,Local,1,http://www.babbacombepalms.com/,pending,,
367,BACKUP North West,Local,1,https://backup-charity.org.uk/,pending,,
368,BID Services,Local,1,https://www.bid.org.uk/,pending,,
369,Bamburgh House Limited,Local,1,https://bamburghhouse.co.uk/,pending,,
370,Beacon Centre for the Blind,Local,1,http://www.beaconvision.org/,pending,,
371,Birmingham Rathbone,Local,1,https://rathbone.co.uk/,pending,,
372,Bluebird care Lincoln and South Lincolnshire.,Local,1,https://www.bluebirdcare.co.uk/lincoln,pending,,
373,Bury St Edmunds Women's Aid Centre Ltd,Local,1,https://www.bawc.org.uk/,pending,,
374,C4 Care,Local,1,https://c4-care.com/,pending,,
375,Care at Call Ltd,Local,1,http://careatcall.co.uk/,pending,,
376,Care Givers Limited,Local,1,https://www.caregiversdirect.co.uk/,pending,,
377,CCS Care,Local,1,https://www.ccscare.co.uk/,pending,,
378,CLARRIOTS CARE/SERENITY ALWAYS Ltd,Local,1,http://serenityalwayshealthcare.co.uk/,pending,,
379,Class Uk Limited,Local,1,https://classuk.co.uk/,pending,,
380,CTC (a part of Caretech Community Services Ltd),Local,1,https://www.caretech-uk.com/,pending,,
381,Care Consult ID,Local,1,https://www.theukcareconsultants.co.uk/,pending,,
382,Care Dynamics Ltd,Local,1,https://www.care-dynamics.com/,pending,,
383,Care Taylormade,Local,1,https://taylormade-care.com/,pending,,
384,Care4U (Leicestershire) Limited,Local,1,http://www.care4u-ltd.co.uk/,pending,,
385,Carewatch Sheffield,Local,1,https://www.carewatch.co.uk/,pending,,
386,Citizenship First,Local,1,http://www.citizenshipfirst.org/,pending,,
387,Community Links Support Limited,Local,1,http://www.clderby.com/,pending,,
388,Complete Support Care Services,Regional,2,http://www.completesupportcareservices.co.uk/,pending,,
389,Consummate Care Ltd,Regional,2,https://www.consummatecare.org/,pending,,
390,Cornerstone Care Management Ltd,Local,1,https://cornerstoneprofessionalcare.co.uk/,pending,,
391,Detail Personnel Care,Local,1,http://detailpersonnel.com/,pending,,
392,Dementia Care,Local,1,https://www.memorylanecare.co.uk/,pending,,
393,ENS Care and Support,Local,1,http://ens-care.co.uk/,pending,,
394,Essex Cares Limited,Local,1,http://www.ecl.org/?utm_source=seax+google+business+listing&utm_medium=serp&utm_campaign=ecl+brand,pending,,
395,East Cheshire Housing Consortium Limited,Local,1,https://www.echc.org.uk/,pending,,
396,East Living,Local,1,https://www.getliving.com/our-neighbourhoods/east-village/,pending,,
397,Elan Care Whitethorn Limited,Local,1,https://elan.care/,pending,,
398,Emmaculate Care Services Limited,Regional,2,http://www.emmaculatecareservices.co.uk/,pending,,
399,Empower Support Services,Local,1,https://www.empoweringsupportservices.com/,pending,,
400,Eothen Homes,Local,1,http://www.eothenhomes.org.uk/,pending,,
401,Essential Futures Ltd (trading as Eden Futures),Local,1,https://edenfutures.org/,pending,,
402,Family Action,Local,1,https://www.family-action.org.uk/,pending,,
403,Fecund Care Providers Ltd,Local,1,http://www.fecundcare.com/,pending,,
404,First Care (GB Ltd),Local,1,http://www.firstcaregb.co.uk/,pending,,
405,Forget Me Not Caring Limited,Local,1,https://forgetmenotcaring.co.uk/,pending,,
406,Frantec Limited,Local,1,https://frantec-care.co.uk/,pending,,
407,Frontier Support,Local,1,http://www.frontiersupport.co.uk/,pending,,
408,Fullum Care UK,Local,1,https://www.careuk.com/care-homes/farm-lane-fulham?utm_source=Organic&utm_medium=GMB&utm_campaign=Farm-Lane,pending,,
409,Future Directions Community Interest Company,Local,1,https://futuredirectionscic.co.uk/,pending,,
410,Grace Living Supported Homes Pvt Ltd,Local,1,https://graceagecare.co.uk/,pending,,
411,Gentoo Group,Local,1,https://www.gentoogroup.com/,pending,,
412,Gilani Enterprises Ltd.,Local,1,https://gilanimobility.com/,pending,,
413,Goodwin Development Trust,Local,1,http://www.goodwintrust.org/,pending,,
414,Gracefilled Care Service,Local,1,https://gracefilledcareservice.com/about-us/,pending,,
415,HCL (Holistic Care) Ltd,Local,1,http://hclservices.co.uk/,pending,,
416,Harriston Homes,Local,1,https://harristonhomes.com/,pending,,
417,Higher Height Care,Local,1,https://www.higherheightcare.co.uk/,pending,,
418,Homes Plus Care,Local,1,https://www.homespluscare.co.uk/,pending,,
419,Housing and Support Solutions (HaSS) trading as Eden Futures,Local,1,http://supportedindependence.co.uk/,pending,,
420,IECC (Independent Excel Care Consortium) Ltd,Local,1,http://iecc-care.co.uk/,pending,,
421,Infinitelife Group Ltd,Local,1,https://www.infinitelifegroup.co.uk/,pending,,
422,Icons Group Ltd,Local,1,http://iconsgrouppharmaceutical.com/,pending,,
423,Inclusion Housing CIC,Local,1,https://inclusionhousing.org.uk/,pending,,
424,Incommunities,Local,1,http://www.incommunities.co.uk/,pending,,
425,Inspire Homes LS8,Local,1,http://www.inspired-builds.co.uk/,pending,,
426,Intercare Services Direct Ltd,Local,1,http://www.intercare.org.uk/,pending,,
427,Intrust Care Ltd,Regional,2,http://intrustcare.co.uk/,pending,,
428,Ipswich Housing Action Group,Local,1,https://www.ihag.co.uk/,pending,,
429,Isabella's Homes Ltd,Local,1,http://www.cotswoldhomes.co.uk/,pending,,
430,Julian Support,Local,1,http://www.juliansupport.org/,pending,,
431,Juventa4care ltd,Local,1,https://www.juventa4care.co.uk/,pending,,
432,Kettonby Care Limited,Regional,2,http://www.kettonbycare.com/,pending,,
433,Keychange Charity,Local,1,https://www.keychange.org.uk/,pending,,
434,Keyhouse,Local,1,https://www.key.org.uk/,pending,,
435,Kingdom Youth Services,Local,1,http://kingdomyouthservices.info/,pending,,
436,LLyon Health,Local,1,http://www.llyonhealth.com/,pending,,
437,Lynx Care (uk) Ltd,Local,1,https://lynxsupportservices.co.uk/contact-us/,pending,,
438,Leading Lives Limited,Local,1,https://leadinglives.org.uk/Stowmarket/,pending,,
439,Liberty Lodge Ltd,Local,1,https://www.libertylodge.me/,pending,,
440,Life Care Plus Limited,Local,1,http://www.lifecareplusltd.co.uk/,pending,,
441,Lillibet Court Care UK Ltd,Local,1,https://www.lillibethealthcare.co.uk/,pending,,
442,Limesdale Ltd,Local,1,https://www.limesdale.com/,pending,,
443,Majestic Healthcare Ltd,Regional,2,http://www.majestichealthcareltd.co.uk/,pending,,
444,Mango House Care Ltd,Regional,2,http://mangohomes.co.uk/,pending,,
445,Marbleside Care,Local,1,https://www.marblesidecare.co.uk/,pending,,
446,Marrissa care,Local,1,https://www.maracare.co.uk/,pending,,
447,Maybury Court,Local,1,http://www.mayburycourtresidentialhome.co.uk/,pending,,
448,Milestones Trust,Local,1,https://www.milestonestrust.org.uk/,pending,,
449,Nsf Health Ltd,Local,1,http://nsfhealth.co.uk/,pending,,
450,NSI,Local,1,https://www.nsinails.co.uk/courses.html,pending,,
451,New Horizons trust (South Yorkshire) ltd,Local,1,http://www.newhorizonsacademytrust.co.uk/,pending,,
452,New Key Support,Local,1,http://www.newkeysupport.com/,pending,,
453,Newmarket Open Door,Local,1,https://newmarketopendoor.org.uk/,pending,,
454,Nexus Support Ltd,Local,1,https://nationalcaregroup.com/service//nexus-wickford/,pending,,
455,Northants Community Care Ltd,Regional,2,https://northantscommunitycare.co.uk/,pending,,
456,Nurtrio Ltd,Local,1,http://nurtrio.co.uk/,pending,,
457,Oaklands Support Limited,Local,1,https://www.swantoncare.com/branch/location-oaklands/,pending,,
458,Oakleys Living Limited,Local,1,http://oakleyhomegifts.com/,pending,,
459,P T Care Uk Ltd,Local,1,https://www.careuk.com/,pending,,
460,Pinnacle Care and Support Services Ltd,Local,1,http://pinnaclecaring.co.uk/,pending,,
461,Provide Community Interest Company,Local,1,https://providecommunity.org.uk/,pending,,
462,PSS(UK) Ltd,Local,1,http://www.psspeople.com/,pending,,
463,Pathways Care Group Limited,Regional,4,https://www.pathwayscareuk.org/,pending,,
464,Pathways Care and Support Services Limited,Local,1,https://pathways-support.co.uk/,pending,,
465,Pearl Residence LTD,Local,1,http://www.pearlresidential.co.uk/,pending,,
466,Phoenix Carehomes Ltd,Local,1,https://www.phoenixcarehomes.co.uk/,pending,,
467,Progress Adult Living Services Ltd,Local,1,http://www.progresscare.co.uk/,pending,,
468,Providers First Consultancy Services,Local,1,http://www.firstcitynursing.co.uk/,pending,,
469,Queens Hall Action on Poverty,Local,1,http://www.thebrick.org.uk/,pending,,
470,Reymc 247 (pvt) Limited,Local,1,https://www.royalcarehealth.co.uk/,pending,,
471,RUN Healthcare ltd,Regional,2,http://runhealthcare.com/,pending,,
472,Ravens Care,Local,1,https://ravenscare.co.uk/,pending,,
473,Reach Housing & Enablement,Local,1,https://reachhousing.co.uk/,pending,,
474,Rose villa,Local,1,https://www.rosevillaresidentialltd.com/,pending,,
475,Rosemont Care Medway Limited,Local,1,http://rosemontcare.co.uk/,pending,,
476,Rumax Limited,Local,1,https://www.ru-max.co.uk/,pending,,
477,Safe Hands Care and Support Services Limited,Local,1,https://safehandsliveincare.co.uk/,pending,,
478,Seven Steps Support Ltd,Local,1,https://www.sevenstepssupport.com/,pending,,
479,Sml's Hope Ltd,Local,1,http://smlshope.co.uk/,pending,,
480,SSA Quality Care,Local,1,http://www.ssaqualitycare.co.uk/,pending,,
481,Summercare Limited,Local,1,http://summercare.org/,pending,,
482,Seco Support Limited,Local,1,http://www.secosupport.com/,pending,,
483,Select Lifestyles Ltd,Local,1,http://www.selectlifestyles.co.uk/,pending,,
484,Serenity Housing Support Ltd,Local,1,https://serenityhousingsupport.co.uk/,pending,,
485,Services for Independent Living,Local,1,https://www.s4il.co.uk/,pending,,
486,South Tyneside Churches Key Project,Local,1,https://keycommunity.org.uk/,pending,,
487,Southways Group Limited,Local,1,http://southways-construction.co.uk/,pending,,
488,St Elizabeth's Centre,Local,1,https://www.stelizabeths.org.uk/,pending,,
489,T Bot Care Dynamics Ltd,Local,1,https://www.tbotcaredynamics.co.uk/,pending,,
490,Trz Care,Local,1,https://www.trzcare.co.uk/,pending,,
491,Ts Healthcare Ltd,Regional,2,http://tshealthcare.co.uk/,pending,,
492,Team Motivate London ltd,Local,1,https://www.teammotivate.co.uk/,pending,,
493,Tempnur Care,Local,1,http://www.tempnur.co.uk/,pending,,
494,Tess cic,Local,1,https://tess-cic.org.uk/,pending,,
495,The Burton Street Foundation,Local,1,https://www.burtonstreet.org.uk/,pending,,
496,The Oaklea Trust,Local,1,http://www.oakleatrust.co.uk/,pending,,
497,The Percy Hedley Foundation,Local,1,http://www.percyhedley.org.uk/,pending,,
498,Thera East Midlands Trading Limited,Local,1,https://www.thera.co.uk/about/companies/thera-east-anglia/,pending,,
499,Thorndene Limited,Local,1,https://www.thorndene.com/,pending,,
500,Upwards Care Solutions,Regional,3,http://myriadlinkscare.com/,pending,,
501,Vista Care Ltd,Regional,2,http://www.vista-care.co.uk/,pending,,
502,WeCare Limited,Local,1,http://www.wecareangels.co.uk/,pending,,
503,West Kent Group Ltd,Local,1,http://www.westgroup.co.uk/,pending,,
504,Without Exceptions Ltd,Local,1,http://www.withoutexceptions.co.uk/,pending,,
505,YMCA Robin Hood Group,Local,1,http://www.nottsymca.com/,pending,,
506,YOD Ltd,Local,1,http://www.yodcareservices.com/,pending,,
507,Your Life Care and Support Ltd,Local,1,http://www.yourlifecaresolutions.co.uk/,pending,,
508,YOURCARE24 Ltd,Local,1,http://www.yourcare24.co.uk/,pending,,
509,Yocare,Local,1,http://yocare.co.uk/,pending,,
510,Yorkshire Housing,Local,1,https://www.yorkshirehousing.co.uk/,pending,,
511,Zach 's Care Pvt Ltd,Local,1,https://www.zachcareltd.com/,pending,,
512,Zero Three Care LLP,Local,1,http://www.zerothreecarehomes.co.uk/,pending,,
513,courtcare Flexi Ltd,Local,1,http://www.courtcareflexi.co.uk/,pending,,
514,creative care limited,Regional,2,http://www.creativecareltd.com/,pending,,
515,gogmadu care limited,Regional,2,https://www.gogomaducares.co.uk/,pending,,
516,iAspire Care Services Ltd,Regional,2,http://www.iaspire.co.uk/,pending,,
517,Alternative Approach ltd,Local,1,https://alternativeapproach.org/,pending,,
518,Cranmead Ltd,Local,1,https://cranmead.com/,pending,,
519,16 Plus Care Support Solutions Limited,Local,1,https://www.16pluscare.uk/,pending,,
520,16pluscare Solutions Ltd,Local,1,https://www.16pluscare.uk/,pending,,
521,1st Choice Housing Solutions,Local,1,http://www.fcha.org.uk/,pending,,
522,1st Class Care,Local,1,http://www.balmoralhsc.co.uk/,pending,,
523,2 Care,Local,1,https://2care.ai/,pending,,
524,24-7 Locks Ltd,Local,1,http://24-7locksmiths.net/,pending,,
525,247 Support,Local,1,http://247it.services/,pending,,
526,9 Property Group,Local,1,http://projectnineproperty.co.uk/?utm_source=GBP&utm_medium=organic&utm_campaign=office,pending,,
527,A G Supply Solutions Ltd,Local,1,https://agsupplysolutions.co.uk/,pending,,
528,A38 Woodlands,Local,1,http://www.a38woodlands.com/,pending,,
529,Acci,Local,1,http://www.acci.org.uk/,pending,,
530,AMBITIONZ Ltd,Local,1,https://www.ambitionbs.com/,pending,,
531,Arch Health Community Interest Company,Local,1,http://www.archhealthcare.uk/,pending,,
532,Aspire community care and support,Local,1,http://www.aspire-support.com/,pending,,
533,Abicare Health Solutions Ltd,Local,1,https://abicare.co.uk/,pending,,
534,Able4Enterprise Ltd,Local,1,https://www.able4you.co.uk/,pending,,
535,Above and Beyond,Local,1,http://www.aboveandbeyond.agency/,pending,,
536,Access Hope Ltd,Local,1,http://www.agcohealth.co.uk/,pending,,
537,Access2Homes Ltd,Local,1,https://www.access2homes.co.uk/,pending,,
538,Acorn Care and Education Ltd,Local,1,https://www.acorndayopportunities.co.uk/,pending,,
539,Acorn Homes,Local,1,http://www.acornhomes.co.uk/,pending,,
540,Acorn Recovery Project,Local,1,https://acornrecovery.org.uk/,pending,,
541,Action Housing and Support,Local,1,https://actionorg.uk/,pending,,
542,Active Neuro Limited T/A Nottingham BIRU,Local,1,https://activecaregroup.co.uk/location/nottingham-rehabilitation-centre/,pending,,
543,Active Young People Limited,Local,1,http://youngpeople.care/,pending,,
544,Acton Mill Support Limited,Local,1,https://www.actonmillcarefarm.org/,pending,,
545,Addiction Recovery Agency,Local,1,http://www.recovery4all.co.uk/,pending,,
546,Adolecence Support and Educational Services (ASES),Local,1,http://www.advancedadolescentcare.co.uk/,pending,,
547,Aegis Homes,Local,1,https://www.aegiscaresolutions.co.uk/about-1,pending,,
548,Affinity Support People Ltd,Local,1,https://nationalcaregroup.com/service/affinity-supporting-people-south-middleton/,pending,,
549,Affinity Trust (CQC Registered Non Enhanced and Enhanced),Local,1,https://www.affinitytrust.org/,pending,,
550,Afghanistan and Central Asian Association,Local,1,http://www.acaa.org.uk/,pending,,
551,Age UK Herefordshire and Worcestershire,Local,1,https://www.ageuk.org.uk/herefordshireandworcestershire/,pending,,
552,Alertacall Limited,Local,1,http://www.alertacall.com/,pending,,
